min,max,mean,sd,median,max_median_distance,min_median_distance,proportion_above_mean,min_index,max_index,crossings,proportion_increasing,file_num,index,previous_L,previous_R,previous_B,label
463.8842557303083,812.7725224455523,574.1966524749635,97.88801765458616,525.7460209215712,287.0265015239811,61.86176519126292,0.28,196,131,4,0.35,257,28,0,0,0,0
436.34940734070346,810.7776322090298,535.1499658813584,123.20243770253211,458.1313923299713,352.6462398790585,21.781984989267812,0.335,126,23,2,0.43,235,38,1,0,0,1
500.834477717868,851.8129093666442,531.3925464042286,76.81263582291392,506.41810749165495,345.3948018749893,5.5836297737869245,0.12,91,195,22,0.535,334,5,0,0,0,0
440.5837386458962,803.1291067070227,566.3178590525988,105.45265120168588,535.675825808597,267.45328089842576,95.0920871627008,0.3,195,93,6,0.33,304,34,0,0,0,1
481.83595546422526,568.0461298386916,515.9508827342063,20.367085016787208,508.0741135797788,59.972016258912845,26.238158115553517,0.355,67,148,11,0.465,377,24,0,0,0,0
502.0762279684994,511.8647507597426,506.2888063408965,1.8782944208939365,505.97698352070046,5.887767239042148,3.900755552201076,0.45,113,40,22,0.52,236,4,0,0,0,0
24.35473094767065,608.4962894729467,464.1037315496245,194.5516660337629,575.822212767695,32.674076705251764,551.4674818200243,0.69,13,133,2,0.57,303,42,0,1,0,2
213.632817158804,494.86372288825646,430.5426758131369,80.67015634358687,464.68920459410487,30.174518294151596,251.05638743530088,0.75,153,126,8,0.605,27,27,0,0,0,0
466.3018072310816,629.563255620958,582.9407161501325,37.244931041388405,591.1360426270942,38.427212993863805,124.83423539601256,0.55,3,77,2,0.42,165,30,0,1,0,0
64.43774050179883,579.4684670519136,443.02842060235633,137.79854089205134,461.0183224640266,118.45014458788705,396.58058196222777,0.71,75,165,6,0.675,331,21,0,1,0,2
499.66481708415535,557.0483138882183,513.4314318895143,13.939238412507429,507.64644309251,49.401870795708305,7.981626008354681,0.31,165,18,6,0.45,40,0,0,0,0,0
412.81392780884346,515.5977309607289,485.7100124797698,28.92679721167104,498.56317621770734,17.034554743021545,85.74924840886388,0.65,4,194,4,0.7,150,18,0,0,0,0
497.94035186268417,522.8726577489462,508.62229000209175,4.9383074844869,507.78607433588746,15.08658341305869,9.845722473203296,0.425,197,27,12,0.44,89,0,0,0,0,0
456.4177963124535,512.4841773567923,494.6388795555472,16.845667440593584,502.2189282190184,10.265249137773935,45.801131906564876,0.715,14,113,12,0.57,369,14,0,0,1,0
